empid,FirstName,LastName,gender,Job Title Description,Hire Date,Rehire Date,Termination Date,Termination Reason Description,City,State,Zip,Business Unit Code,Pay Frequency,BirthDate,RegularPayRate,Scheduled Hours,Pay Grade Description,FLSA Code,Protected Veteran Status,Voluntary Involuntary Termination Flag,Home Department Code,Standard Hours,Years of Service,Position Status,Location Code,isTerm_F,is90_Day_Rookie_F,isOneYear_Rookie_F
563,,,Female,Dining Services Supervisor,8/20/12,11/23/16,NULL,,Rochester,NY,14624,1800,Weekly,1/1/89,,37.5,25,N,,,182111,,"1 year, 2 months",Active,11000,0,0,0
566,,,Female,Per Diem Occup. Therapist,2/2/15,NULL,NULL,,Rochester,NY,14617,1734,Weekly,1/1/91,,1,74- Per Diem: PT/OT/Speech Path,N,,,173402,,"3 year, 0 month",Active,11000,0,0,0
580,,,Female,Nutrition Assistant,2/6/12,NULL,NULL,,Rochester,NY,14609,1840,Weekly,1/1/91,,37.5,21,N,,,182173,,"6 year, 0 month",Active,11000,0,0,0
582,,,Female,CNA 7th Flr,3/18/13,NULL,NULL,,Rochester,NY,14609,1627,Weekly,1/1/94,,37.5,22,N,,,162752,,"4 year, 10 months",Active,11000,0,0,0
584,,,Male,Accounting Analyst,6/20/16,NULL,NULL,,Fairport,NY,14450,1862,Biweekly,1/1/60,,40,29,E,I am not a protected veteran,,183102,80,"1 year, 7 months",Active,11000,0,0,0
590,,,Female,Physical Therapist,3/20/17,NULL,NULL,,Rochester,NY,14620,1733,Biweekly,1/1/83,,40,32,E,I am not a protected veteran,,173302,80,"0 year, 10 months",Active,11000,0,0,0
597,,,Male,C/R KUA/Runner,5/11/17,NULL,NULL,,Rochester,NY,14626,6840,Weekly,1/1/58,,1,20,N,I identify myself as one or more of the classifications of protected veteran,,682117,,"0 year, 9 months",Active,60000,0,0,0
599,,,Female,Cafeteria Srvc Asst,6/5/17,NULL,NULL,,Rochester,NY,14605,1827,Weekly,1/1/75,,20,20,N,I am not a protected veteran,,182475,,"0 year, 8 months",Active,11000,0,0,0
601,,,Female,CNA SCU,9/10/12,NULL,NULL,,Rochester,NY,14619,1616,Weekly,1/1/91,,37.5,22,N,,,160156,,"5 year, 5 months",Active,16010,0,0,0
614,,,Female,CNA SCU,8/21/17,NULL,3/23/18,Resignation,Rochester,NY,14607,1616,Weekly,1/1/88,,37.5,22,N,I am not a protected veteran,,160156,,"0 year, 5 months",Active,16010,1,0,1
617,,,Female,CNA SACC,10/17/16,NULL,NULL,,Ontario,NY,14519,2600,Weekly,1/1/77,,24,22,N,I am not a protected veteran,,260405,,"1 year, 3 months",Active,20000,0,0,0
619,,,Female,C/R Waitstaff,6/6/16,NULL,NULL,,Rochester,NY,14624,6845,Weekly,1/1/96,,20,20,N,I am not a protected veteran,,682127,,"1 year, 8 months",Active,60000,0,0,0
620,,,Male,C/R Driver,11/6/17,NULL,NULL,,Rochester,NY,14612,6855,Weekly,1/1/53,,20,21,N,I am not a protected veteran,,660837,,"0 year, 3 months",Active,60000,0,0,0
621,,,Female,Lead Cook,6/15/84,NULL,NULL,,Rochester,NY,14616,1815,Weekly,1/1/66,,40,23,N,,,182171,,"33 year, 8 months",Active,11000,0,0,0
627,,,Female,LPN WTCC2,9/12/16,NULL,NULL,,Williamson,NY,14589,1615,Weekly,1/1/78,,40,26,N,I am not a protected veteran,,161247,,"1 year, 5 months",Active,16120,0,0,0
632,,,Female,Staff RN 8th Flr,2/6/17,NULL,4/30/18,Did Not PD Req,Rochester,NY,14609,1628,Weekly,1/1/67,,1,30,N,I am not a protected veteran,,162832,,"1 year, 0 month",Active,11000,1,0,0
634,,,Female,CNA 6th Flr,5/20/02,NULL,NULL,,Rochester,NY,14621,1626,Weekly,1/1/57,,37.5,22,N,,,162652,,"15 year, 8 months",Active,11000,0,0,0
635,,,Female,CNA 4th Flr,11/6/17,NULL,NULL,,Rochester,NY,14621,1624,Weekly,1/1/64,,40,22,N,I am not a protected veteran,,162452,,"0 year, 3 months",Active,11000,0,0,0
639,,,Female,Education Aide,8/3/09,NULL,NULL,,Rochester,NY,14607,1811,Weekly,1/1/73,,40,24,N,,,181115,,"8 year, 6 months",Active,11000,0,0,0
641,,,Female,Resource Development Manager,10/3/02,NULL,NULL,,Pittsford,NY,14534,1832,Biweekly,1/1/57,,40,32,E,,,383556,80,"15 year, 4 months",Active,30000,0,0,0
644,,,Female,C/R Laundry Associate,2/18/13,NULL,NULL,,Rochester,NY,14621,6832,Weekly,1/1/66,,37.5,20,N,,,682507,,"4 year, 11 months",Active,60000,0,0,0
650,,,Female,CNA WTCC2,4/6/15,NULL,NULL,,Rochester,NY,14621,1615,Weekly,1/1/77,,40,22,N,I am not a protected veteran,,161257,,"2 year, 10 months",Active,16120,0,0,0
654,,,Female,CNA WTCC1,8/26/96,5/10/04,NULL,,Rochester,NY,14609,1614,Weekly,1/1/58,,37.5,22,N,,,161157,,"13 year, 9 months",Active,16110,0,0,0
660,,,Female,C/R Dementia Services Manager,10/6/08,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/90,,20,29,N,,,660191,,"9 year, 4 months",Active,60000,0,0,0
666,,,Female,CNA SACC,10/12/15,NULL,NULL,,Rochester,NY,14607,2600,Weekly,1/1/77,,20,22,N,I am not a protected veteran,,260405,,"2 year, 4 months",Active,20000,0,0,0
668,,,Female,LPN 4th Flr,10/19/95,NULL,NULL,,Rochester,NY,14604,1624,Weekly,1/1/73,,1,26,N,,,162442,,"22 year, 3 months",Active,11000,0,0,0
669,,,Female,Sr. Rehab Aide,8/13/01,NULL,NULL,,Rochester,NY,14621,1733,Weekly,1/1/69,,40,23,N,,,173305,,"16 year, 6 months",Active,11000,0,0,0
671,,,Female,LPN 7th Flr,5/6/13,9/11/17,NULL,,Rochester,NY,14616,1627,Weekly,1/1/77,,1,26,N,,,162742,,"0 year, 5 months",Active,11000,0,0,0
675,,,Female,Pharmacy Technician,2/8/10,NULL,NULL,,Rochester,NY,14612,1760,Weekly,1/1/51,,40,23,N,,,172705,,"8 year, 0 month",Active,11000,0,0,0
677,,,Female,Sr. HIM Associate,10/16/78,NULL,NULL,,Rochester,NY,14617,1724,Weekly,1/1/62,,37.5,25,N,,,173906,,"39 year, 4 months",Active,11000,0,0,0
679,,,Female,LPN SACC,10/12/15,NULL,NULL,,Rochester,NY,14617,2600,Weekly,1/1/61,,20,26,N,I am not a protected veteran,,260404,,"2 year, 4 months",Active,20000,0,0,0
681,,,Female,EHR Staff Educator,8/5/13,NULL,1/22/18,Poor Performance,Farmington,NY,14425,1811,Biweekly,1/1/63,,40,31,E,,Involuntary,181112,80,"4 year, 5 months",Terminated,11000,1,0,0
682,,,Female,Nutrition Coordinator,3/5/12,NULL,NULL,,Rochester,NY,14621,1840,Weekly,1/1/76,,37.5,24,N,,,182173,,"5 year, 11 months",Active,11000,0,0,0
686,,,Female,LPN 9th Flr,9/27/10,NULL,NULL,,Rochester,NY,14615,1629,Weekly,1/1/83,,40,26,N,,,161642,,"7 year, 4 months",Active,11000,0,0,0
687,,,Male,Dining Service Assistant,9/11/17,NULL,NULL,,Rochester,NY,14621,1813,Weekly,1/1/95,,30,20,N,I am not a protected veteran,,182172,,"0 year, 5 months",Active,11000,0,0,0
689,,,Female,HIM Associate,10/23/17,NULL,NULL,,Webster,NY,14580,1724,Weekly,1/1/62,,37.5,22,N,I am not a protected veteran,,173906,,"0 year, 3 months",Active,11000,0,0,0
694,,,Female,CNA 3rd Flr,6/5/17,NULL,NULL,,Rochester,NY,14611,1623,Weekly,1/1/70,,40,22,N,I am not a protected veteran,,162352,,"0 year, 8 months",Active,11000,0,0,0
697,,,Female,CNA 8th Flr,5/21/01,NULL,NULL,,Rochester,NY,14615,1628,Weekly,1/1/83,,20,22,N,,,162852,,"16 year, 8 months",Active,11000,0,0,0
699,,,Female,CNA WTCC2,11/28/11,NULL,NULL,,Rochester,NY,14609,1615,Weekly,1/1/84,,1,22,N,,,161257,,"6 year, 2 months",Active,16120,0,0,0
703,,,Female,CNA SACC,5/21/12,NULL,NULL,,Rochester,NY,14606,2600,Weekly,1/1/75,,37.5,22,N,,,260405,,"5 year, 8 months",Active,20000,0,0,0
711,,,Female,LPN 4th Flr,11/27/17,NULL,NULL,,Hilton,NY,14468,1624,Weekly,1/1/79,,1,26,N,I am not a protected veteran,,162442,,"0 year, 2 months",Active,11000,0,0,0
713,,,Female,CNA 2nd Flr,4/24/17,NULL,NULL,,Rochester,NY,14616,1622,Weekly,1/1/77,,37.5,22,N,I am not a protected veteran,,162952,,"0 year, 9 months",Active,11000,0,0,0
720,,,Male,Manager PPM,11/5/01,NULL,NULL,,Rochester,NY,14616,18221,Biweekly,1/1/54,,40,31,E,,,182217,80,"16 year, 3 months",Active,11000,0,0,0
723,,,Male,C/R KUA/Runner,6/9/14,NULL,NULL,,Rochester,NY,14609,6840,Weekly,1/1/90,,28,20,N,,,682117,,"3 year, 8 months",Active,60000,0,0,0
726,,,Male,CNA 9th Flr,9/25/17,NULL,NULL,,Rochester,NY,14608,1629,Weekly,1/1/84,,1,22,N,I am not a protected veteran,,161652,,"0 year, 4 months",Active,11000,0,0,0
737,,,Male,C/O Waitstaff,11/17/14,NULL,NULL,,Rochester,NY,14621,4833,Weekly,1/1/98,,1,20,N,I am not a protected veteran,,482127,,"3 year, 2 months",Active,40000,0,0,0
742,,,Female,Resident Care Aide - Rainier Grove,2/22/14,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/82,,24,21,N,,,660195,,"3 year, 11 months",Active,60000,0,0,0
743,,,Female,Per Diem Occup. Therapist,1/5/15,NULL,4/20/18,Elimination of Pos,Sodus,NY,14551,1734,Weekly,1/1/90,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,173402,,"3 year, 1 month",Active,11000,1,0,0
747,,,Female,Clerical Assistant,6/29/15,10/12/15,NULL,,Rochester,NY,14609,1862,Weekly,1/1/98,,1,21,N,I am not a protected veteran,,183106,,"2 year, 4 months",Active,11000,0,0,0
753,,,Female,CNA SACC,11/5/12,NULL,NULL,,Rochester,NY,14619,2600,Weekly,1/1/81,,37.5,22,N,,,260405,,"5 year, 3 months",Active,20000,0,0,0
754,,,Female,HIM Svc. Technician,7/23/07,NULL,NULL,,Rochester,NY,14616,1724,Weekly,1/1/61,,40,21,N,,,173906,,"10 year, 6 months",Active,11000,0,0,0
755,,,Female,Per Diem Nurse Practitioner,3/3/08,NULL,NULL,,Bloomfield,NY,14469,1740,Weekly,1/1/82,,1,77- Per Diem: Nurse Practitioner,N,,,174102,,"9 year, 11 months",Active,11000,0,0,0
756,,,Female,Resident Care Aide - The Glen,8/22/16,NULL,NULL,,Rochester,NY,14619,6865,Weekly,1/1/58,,1,21,N,I am not a protected veteran,,660225,,"1 year, 5 months",Active,60000,0,0,0
766,,,Female,Nurse Educator,9/11/17,NULL,NULL,,Fairport,NY,14450,1811,Biweekly,1/1/61,,40,31,E,I am not a protected veteran,,181111,80,"0 year, 5 months",Active,11000,0,0,0
768,,,Female,Wound Ostomy Nurse Practitioner,10/12/15,NULL,NULL,,Rochester,NY,14626,1900,Weekly,1/1/48,,5,35,N,I am not a protected veteran,,160502,,"2 year, 4 months",Active,16050,0,0,0
770,,,Female,CNA SACC,5/7/12,NULL,NULL,,Rochester,NY,14606,2600,Weekly,1/1/73,,1,22,N,,,260405,,"5 year, 9 months",Active,20000,0,0,0
771,,,Female,CNA 6th Flr,8/5/13,NULL,NULL,,Rochester,NY,14609,1626,Weekly,1/1/84,,1,22,N,,,162652,,"4 year, 6 months",Active,11000,0,0,0
776,,,Female,LPN 7th Flr,1/25/10,NULL,NULL,,Rochester,NY,14626,1627,Weekly,1/1/68,,1,26,N,,,162742,,"8 year, 0 month",Active,11000,0,0,0
777,,,Female,Laundry Worker,10/17/11,NULL,NULL,,Rochester,NY,14608,1825,Weekly,1/1/76,,1,20,N,,,182507,,"6 year, 3 months",Active,11000,0,0,0
778,,,Female,Per Diem Phys. Therapist,1/21/12,NULL,NULL,,North Chili,NY,14514,1733,Weekly,1/1/86,,1,74- Per Diem: PT/OT/Speech Path,N,,,173302,,"6 year, 0 month",Active,11000,0,0,0
792,,,Female,Dining Service Assistant,9/2/79,NULL,NULL,,Rochester,NY,14621,1813,Weekly,1/1/58,,40,20,N,,,182172,,"38 year, 5 months",Active,11000,0,0,0
794,,,Female,LPN 4th Flr,4/23/01,NULL,NULL,,Rochester,NY,14606,1624,Weekly,1/1/68,,40,26,N,,,162442,,"16 year, 9 months",Active,11000,0,0,0
795,,,Female,C/R Security Sergeant,10/10/05,NULL,NULL,,Webster,NY,14580,6836,Weekly,1/1/62,,40,22,N,,,682607,,"12 year, 4 months",Active,60000,0,0,0
799,,,Female,Dir. Nursing,12/1/97,NULL,NULL,,Hamlin,NY,14464,2600,Biweekly,1/1/67,,40,"96- Director, 9% Target Bonus",E,,,260401,80,"20 year, 2 months",Active,20000,0,0,0
801,,,Female,Dir. Pharmacy,4/19/10,NULL,NULL,,Rochester,NY,14622,1760,Biweekly,1/1/63,,40,"96- Director, 9% Target Bonus",E,,,172701,80,"7 year, 9 months",Active,11000,0,0,0
802,,,Female,LPN 2nd Flr,9/13/10,NULL,NULL,,Brockport,NY,14420,1622,Weekly,1/1/65,,40,26,N,,,162942,,"7 year, 5 months",Active,11000,0,0,0
808,,,Female,Staff Development Assistant,1/5/15,NULL,NULL,,Rochester,NY,14612,1811,Weekly,1/1/77,,30,25,N,,,181116,,"3 year, 1 month",Active,11000,0,0,0
809,,,Female,Clinical Dietician,1/12/16,NULL,NULL,,Fairport,NY,14450,1840,Weekly,1/1/90,,40,28,N,I am not a protected veteran,,182102,,"2 year, 1 month",Active,11000,0,0,0
817,,,Male,SACC Lead Mechanic,7/20/15,NULL,NULL,,Webster,NY,14580,2822,Weekly,1/1/86,,37.5,26,N,I am not a protected veteran,,282207,,"2 year, 6 months",Active,20000,0,0,0
818,,,Male,Physician Assistant,6/20/16,NULL,NULL,,Rochester,NY,14620,1740,Biweekly,1/1/87,,40,35,E,I am not a protected veteran,,174102,80,"1 year, 7 months",Active,11000,0,0,0
819,,,Male,CNA 3rd Flr,6/5/17,NULL,NULL,,Albion,NY,14411,1623,Weekly,1/1/88,,37.5,22,N,I am not a protected veteran,,162352,,"0 year, 8 months",Active,11000,0,0,0
836,,,Female,C/R Dining Services Captain,2/2/15,NULL,NULL,,Rochester,NY,14620,6845,Weekly,1/1/94,,30,22,N,,,682127,,"3 year, 0 month",Active,60000,0,0,0
837,,,Female,CNA WTCC2,8/9/10,NULL,NULL,,Rochester,NY,14622,1615,Weekly,1/1/90,,20,22,N,,,161257,,"7 year, 6 months",Active,16120,0,0,0
838,,,Female,LPN 8th Flr,1/8/18,NULL,4/30/18,Illness no return,Rochester,NY,14615,1628,Weekly,1/1/91,,16,26,N,I am not a protected veteran,,162842,,"0 year, 1 month",Active,11000,1,0,1
845,,,Female,Medical Secretary,3/23/15,NULL,NULL,,Webster,NY,14580,1740,Weekly,1/1/60,,40,23,N,I am not a protected veteran,,174106,,"2 year, 10 months",Active,11000,0,0,0
847,,,Male,Protective Svc Officer,8/15/05,NULL,NULL,,Rochester,NY,14609,1826,Weekly,1/1/47,,1,21,N,,,182607,,"12 year, 6 months",Active,11000,0,0,0
849,,,Male,Physical Therapy Coord,6/6/11,NULL,NULL,,Penfield,NY,14526,1733,Biweekly,1/1/79,,40,35,E,,,173301,80,"6 year, 8 months",Active,11000,0,0,0
850,,,Female,Occupational Therapist,6/6/11,NULL,NULL,,Brockport,NY,14420,1734,Biweekly,1/1/87,,40,32,E,I am not a protected veteran,,173402,80,"6 year, 8 months",Active,11000,0,0,0
852,,,Female,C/R MC LPN Supervisor,5/1/89,NULL,NULL,,Webster,NY,14580,6870,Weekly,1/1/61,,40,28,N,,,660194,,"28 year, 9 months",Active,60000,0,0,0
853,,,Female,CNA WTCC2,6/14/99,4/12/10,NULL,,Rochester,NY,14611,1615,Weekly,1/1/66,,40,22,N,,,161257,,"7 year, 10 months",Active,16120,0,0,0
858,,,Female,PM Dining Service Assistant,7/10/17,NULL,NULL,,Rochester,NY,14605,1814,Weekly,1/1/96,,8,20,N,I am not a protected veteran,,181173,,"0 year, 7 months",Active,11000,0,0,0
860,,,Female,CNA 2nd Flr,8/10/15,NULL,4/25/18,Another Job,Rochester,NY,14611,1622,Weekly,1/1/95,,20,22,N,I am not a protected veteran,,162952,,"2 year, 6 months",Active,11000,1,0,0
862,,,Female,CNA WTCC2,5/6/13,NULL,NULL,,Rochester,NY,14617,1615,Weekly,1/1/61,,20,22,N,,,161257,,"4 year, 9 months",Active,16120,0,0,0
864,,,Female,Staff Pharmacist,12/20/17,NULL,NULL,,Rochester,NY,14624,1760,Weekly,1/1/66,,1,37,E,I am not a protected veteran,,172702,,"0 year, 1 month",Active,11000,0,0,0
869,,,Female,LPN 7th Flr,3/10/08,NULL,NULL,,Rochester,NY,14624,1627,Weekly,1/1/76,,1,26,N,,,162742,,"9 year, 11 months",Active,11000,0,0,0
870,,,Female,Dining Service Assistant,12/9/13,11/21/17,NULL,,Webster,NY,14580,1812,Weekly,1/1/73,,37.5,Class A,N,,,182172,,"0 year, 2 months",Active,11000,0,0,0
872,,,Female,C/R ALU LPN Supervisor,7/7/14,NULL,NULL,,Pittsford,NY,14534,6865,Weekly,1/1/81,,16,28,N,,,660224,,"3 year, 7 months",Active,60000,0,0,0
877,,,Female,CNA SACC,4/16/12,NULL,NULL,,Rochester,NY,14621,2600,Weekly,1/1/72,,1,22,N,,,260405,,"5 year, 10 months",Active,20000,0,0,0
887,,,Male,C/O Cook,10/17/16,NULL,NULL,,Rochester,NY,14612,4830,Weekly,1/1/88,,40,23,N,I am not a protected veteran,,482171,,"1 year, 3 months",Active,40000,0,0,0
893,,,Female,CNA 9th Flr,12/15/14,NULL,NULL,,Rochester,NY,14621,1629,Weekly,1/1/97,,37.5,22,N,I am not a protected veteran,,161652,,"3 year, 2 months",Active,11000,0,0,0
894,,,Female,CNA 6th Flr,8/24/15,NULL,2/5/18,Absentee-Tardiness,Rochester,NY,14613,1626,Weekly,1/1/91,,37.5,22,N,I am not a protected veteran,Involuntary,162652,,"2 year, 5 months",Terminated,11000,1,0,0
902,,,Male,C/R Waitstaff,2/2/15,NULL,1/25/18,Another Job,Rochester,NY,14609,6845,Weekly,1/1/96,,1,20,N,,,682127,,"2 year, 11 months",Terminated,60000,1,0,0
907,,,Female,CNA SACC,12/24/07,1/27/14,NULL,,Webster,NY,14580,2600,Weekly,1/1/90,,37.5,22,N,,,260405,,"4 year, 0 month",Active,20000,0,0,0
909,,,Female,Sr Business Analyst,7/30/12,9/15/14,NULL,,Webster,NY,14580,1862,Biweekly,1/1/68,,40,32,E,I am not a protected veteran,,183102,80,"3 year, 5 months",Active,11000,0,0,0
914,,,Male,Lead Receiver,2/6/84,NULL,NULL,,Rochester,NY,14609,1812,Weekly,1/1/64,,40,23,N,,,182175,,"34 year, 0 month",Active,11000,0,0,0
919,,,Female,CNA 6th Flr,7/14/03,NULL,NULL,,Rochester,NY,14605,1626,Weekly,1/1/64,,40,22,N,,,162652,,"14 year, 7 months",Active,11000,0,0,0
921,,,Female,CNA LCC,8/27/07,NULL,NULL,,Rochester,NY,14612,1604,Weekly,1/1/64,,40,22,N,,,160415,,"10 year, 5 months",Active,16040,0,0,0
927,,,Female,Per diem Healthcare Svcs Coord,5/1/02,6/9/08,NULL,,Rochester,NY,14616,1852,Weekly,1/1/72,,1,31,N,,,183912,,"9 year, 8 months",Active,11000,0,0,0
931,,,Female,CNA 9th Flr,9/11/17,NULL,NULL,,Rochester,NY,14621,1629,Weekly,1/1/71,,37.5,22,N,I am not a protected veteran,,161652,,"0 year, 5 months",Active,11000,0,0,0
932,,,Female,LPN 8th Flr,10/23/17,NULL,NULL,,Ontario,NY,14519,1628,Weekly,1/1/64,,40,26,N,I am not a protected veteran,,162842,,"0 year, 3 months",Active,11000,0,0,0
944,,,Male,Dining Service Assistant,7/6/15,NULL,4/30/18,Walked Off Job,Rochester,NY,14606,1813,Weekly,1/1/92,,37.5,20,N,I am not a protected veteran,,182172,,"2 year, 7 months",Active,11000,1,0,0
948,,,Female,C/O Waitstaff,9/14/15,NULL,NULL,,Rochester,NY,14608,4833,Weekly,1/1/96,,32,20,N,I am not a protected veteran,,482127,,"2 year, 5 months",Active,40000,0,0,0
950,,,Female,Laundry Worker,9/24/01,NULL,NULL,,Rochester,NY,14626,1825,Weekly,1/1/62,,37.5,20,N,,,182507,,"16 year, 4 months",Active,11000,0,0,0
951,,,Male,Dining Service Assistant,9/26/16,NULL,NULL,,Rochester,NY,14609,1813,Weekly,1/1/77,,37.5,20,N,I am not a protected veteran,,182172,,"1 year, 4 months",Active,11000,0,0,0
953,,,Male,Grounds Helper,7/6/15,NULL,NULL,,Fairport,NY,14450,1823,Weekly,1/1/60,,37.5,23,N,I am not a protected veteran,,182257,,"2 year, 7 months",Active,11000,0,0,0
958,,,Female,CNA WTCC3,11/23/09,NULL,NULL,,Rochester,NY,14611,1618,Weekly,1/1/79,,20,22,N,,,161357,,"8 year, 2 months",Active,16130,0,0,0
959,,,Female,Laundry Worker,3/6/06,NULL,NULL,,Rochester,NY,14623,1825,Weekly,1/1/80,,8,20,N,,,182507,,"11 year, 11 months",Active,11000,0,0,0
961,,,Male,Pharmacy Technician,11/15/12,NULL,NULL,,Rochester,NY,14609,1760,Weekly,1/1/72,,40,23,N,,,172705,,"5 year, 3 months",Active,11000,0,0,0
971,,,Female,C/R ALU LPN Supervisor,11/1/10,NULL,NULL,,Williamson,NY,14589,6865,Weekly,1/1/80,,37.5,28,N,,,660224,,"7 year, 3 months",Active,60000,0,0,0
976,,,Female,Per Diem Occup. Therapist,1/9/17,NULL,NULL,,Stanley,NY,14561,1734,Weekly,1/1/95,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,173402,,"1 year, 1 month",Active,11000,0,0,0
978,,,Female,Per Diem Phys. Therapist,5/17/17,NULL,NULL,,Avon,NY,14414,1733,Weekly,1/1/93,,1,74- Per Diem: PT/OT/Speech Path,N,I am not a protected veteran,,173302,,"0 year, 8 months",Active,11000,0,0,0
983,,,Female,LPN 4th Flr,8/24/15,NULL,NULL,,Rochester,NY,14619,1624,Weekly,1/1/77,,40,26,N,I am not a protected veteran,,162442,,"2 year, 5 months",Active,11000,0,0,0
984,,,Female,CNA SACC,7/20/15,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/97,,20,22,N,I am not a protected veteran,,260405,,"2 year, 6 months",Active,20000,0,0,0
985,,,Female,Dining Service Assistant,10/22/17,NULL,2/22/18,Dishonesty,Rochester,NY,14609,1813,Weekly,1/1/88,,7.5,20,N,I am not a protected veteran,,182172,,"0 year, 3 months",Active,11000,1,0,1
986,,,Female,Resident Account Rep,1/4/16,NULL,NULL,,Rochester,NY,14609,1862,Weekly,1/1/69,,40,25,N,I am not a protected veteran,,183106,,"2 year, 1 month",Active,11000,0,0,0
988,,,Female,CNA SACC,11/4/13,NULL,NULL,,Rochester,NY,14621,2600,Weekly,1/1/63,,1,22,N,,,260405,,"4 year, 3 months",Active,20000,0,0,0
994,,,Male,Env Svc Assistant,6/3/13,NULL,NULL,,Henrietta,NY,14467,1824,Weekly,1/1/53,,37.5,20,N,,,182407,,"4 year, 8 months",Active,11000,0,0,0
997,,,Male,Grounds Team Leader,10/15/01,NULL,NULL,,Ontario,NY,14519,1823,Weekly,1/1/83,,37.5,24,N,,,182257,,"16 year, 4 months",Active,11000,0,0,0
1000,,,Male,C/R Kitchen Manager,2/20/12,NULL,NULL,,Spencerport,NY,14559,6840,Biweekly,1/1/79,,40,29,E,,,682111,80,"5 year, 11 months",Active,60000,0,0,0
1003,,,Male,C/O Mechanic,10/5/87,NULL,NULL,,Rochester,NY,14617,4822,Weekly,1/1/62,,40,25,N,,,482207,,"30 year, 4 months",Active,40000,0,0,0
1004,,,Male,Stationary Engineer,10/3/94,NULL,NULL,,Naples,NY,14512,18221,Weekly,1/1/48,,1,29,N,,,182217,,"23 year, 4 months",Active,11000,0,0,0
1008,,,Male,Dining Service Assistant,6/7/10,NULL,NULL,,Rochester,NY,14622,1813,Weekly,1/1/59,,37.5,20,N,,,182172,,"7 year, 8 months",Active,11000,0,0,0
1016,,,Male,C/R KUA/Runner,10/12/15,NULL,NULL,,Penfield,NY,14526,6840,Weekly,1/1/84,,37.5,20,N,I am not a protected veteran,,682117,,"2 year, 4 months",Active,60000,0,0,0
1017,,,Male,Env Svc Assistant,2/29/16,NULL,NULL,,Rochester,NY,14609,1824,Weekly,1/1/59,,37.5,20,N,I am not a protected veteran,,182407,,"1 year, 11 months",Active,11000,0,0,0
1029,,,Female,Assistant Director Dining Services,5/3/10,NULL,NULL,,Pittsford,NY,14534,1800,Biweekly,1/1/76,,40,33,E,,,182111,80,"7 year, 9 months",Active,11000,0,0,0
1031,,,Female,Reimbursement Nurse Specialist,9/14/15,NULL,NULL,,Rochester,NY,14620,1600,Biweekly,1/1/65,,40,32,E,I am not a protected veteran,,160092,80,"2 year, 5 months",Active,11000,0,0,0
1033,,,Female,HIM Associate,6/6/16,NULL,NULL,,Rochester,NY,14622,1724,Weekly,1/1/71,,37.5,22,N,I am not a protected veteran,,173906,,"1 year, 8 months",Active,11000,0,0,0
1034,,,Female,LPN 7th Flr,6/6/16,NULL,NULL,,Rochester,NY,14617,1627,Weekly,1/1/68,,40,26,N,I am not a protected veteran,,162742,,"1 year, 8 months",Active,11000,0,0,0
1035,,,Female,CNA 7th Flr,12/12/16,NULL,NULL,,Rochester,NY,14606,1627,Weekly,1/1/66,,37.5,22,N,I am not a protected veteran,,162752,,"1 year, 2 months",Active,11000,0,0,0
1036,,,Female,Executive Assistant,3/27/17,3/27/17,NULL,,Rochester,NY,14609,1830,Weekly,1/1/64,,40,26,N,I am not a protected veteran,,183506,,"0 year, 10 months",Active,11000,0,0,0
1037,,,Female,CNA SACC,11/27/17,NULL,NULL,,Rochester,NY,14619,2600,Weekly,1/1/85,,16,22,N,I am not a protected veteran,,260405,,"0 year, 2 months",Active,20000,0,0,0
1042,,,Female,Resident Care Aide - The Glen,9/12/16,9/12/16,NULL,,Rochester,NY,14609,6865,Weekly,1/1/87,,12,21,N,,,660225,,"1 year, 5 months",Active,60000,0,0,0
1043,,,Female,CNA SCU,5/20/13,NULL,NULL,,Rochester,NY,14621,1616,Weekly,1/1/65,,20,22,N,,,160156,,"4 year, 8 months",Active,16010,0,0,0
1045,,,Female,CNA SACC,6/20/16,NULL,NULL,,Webster,NY,14580,2600,Weekly,1/1/96,,20,22,N,I am not a protected veteran,,260405,,"1 year, 7 months",Active,20000,0,0,0
1048,,,Female,CNA WTCC1,10/15/02,NULL,NULL,,Rochester,NY,14609,1614,Weekly,1/1/65,,20,22,N,,,161157,,"15 year, 4 months",Active,16110,0,0,0
1049,,,Female,HR Service Coordinator,2/29/16,NULL,NULL,,Rochester,NY,14623,1852,Biweekly,1/1/69,,40,28,E,I am not a protected veteran,,183912,80,"1 year, 11 months",Active,11000,0,0,0
1050,,,Female,Program Assistant,9/23/74,NULL,NULL,,Rochester,NY,14612,3610,Weekly,1/1/54,,40,22,N,,,160805,,"43 year, 4 months",Active,16080,0,0,0
1056,,,Female,CNA 8th Flr,10/21/13,NULL,NULL,,Greece,NY,14616,1628,Weekly,1/1/68,,20,22,N,,,162852,,"4 year, 3 months",Active,11000,0,0,0
1060,,,Female,Per Diem Nurse Practitioner,1/18/16,NULL,1/19/18,Elimination of Pos,Avon,NY,14414,1740,Weekly,1/1/62,,1,77- Per Diem: Nurse Practitioner,N,I am not a protected veteran,Involuntary,174102,,"2 year, 0 month",Terminated,11000,1,0,0
